country,country_code,nutslevel,nuts2,regionname,type,year,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote
Austria,AT,2,AT11,Burgenland,Parliament,1990,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,19508,205541,181855,176831
Austria,AT,2,AT11,Burgenland,Parliament,1990,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,4122,205541,181855,176831
Austria,AT,2,AT11,Burgenland,Parliament,1990,OTHER,NA,NA,NA,465,205541,181855,176831
Austria,AT,2,AT11,Burgenland,Parliament,1990,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,62675,205541,181855,176831
Austria,AT,2,AT11,Burgenland,Parliament,1990,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,88547,205541,181855,176831
Austria,AT,2,AT11,Burgenland,Parliament,1990,VGO,United Greens Austria,Vereinte Grune Osterreichs,1170,1514,205541,181855,176831
Austria,AT,2,AT11,Burgenland,Parliament,1994,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,29935,212341,182883,178953
Austria,AT,2,AT11,Burgenland,Parliament,1994,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,6413,212341,182883,178953
Austria,AT,2,AT11,Burgenland,Parliament,1994,LIF,Liberal Forum,Liberales Forum,605,5164,212341,182883,178953
Austria,AT,2,AT11,Burgenland,Parliament,1994,OTHER,NA,NA,NA,1323,212341,182883,178953
Austria,AT,2,AT11,Burgenland,Parliament,1994,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,56520,212341,182883,178953
Austria,AT,2,AT11,Burgenland,Parliament,1994,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,79598,212341,182883,178953
Austria,AT,2,AT11,Burgenland,Parliament,1995,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,30650,212319,185081,180705
Austria,AT,2,AT11,Burgenland,Parliament,1995,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,4210,212319,185081,180705
Austria,AT,2,AT11,Burgenland,Parliament,1995,LIF,Liberal Forum,Liberales Forum,605,5597,212319,185081,180705
Austria,AT,2,AT11,Burgenland,Parliament,1995,NEIN,No -- Citizens' Initiative against EU membership,Nein - Burgerinitiative gegen die EU Mitgliedschaft,1678,1150,212319,185081,180705
Austria,AT,2,AT11,Burgenland,Parliament,1995,OTHER,NA,NA,NA,235,212319,185081,180705
Austria,AT,2,AT11,Burgenland,Parliament,1995,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,57858,212319,185081,180705
Austria,AT,2,AT11,Burgenland,Parliament,1995,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,81005,212319,185081,180705
Austria,AT,2,AT11,Burgenland,Parliament,2002,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,11839,215784,188948,185994
Austria,AT,2,AT11,Burgenland,Parliament,2002,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,8233,215784,188948,185994
Austria,AT,2,AT11,Burgenland,Parliament,2002,OTHER,NA,NA,NA,1278,215784,188948,185994
Austria,AT,2,AT11,Burgenland,Parliament,2002,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,78845,215784,188948,185994
Austria,AT,2,AT11,Burgenland,Parliament,2002,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,85799,215784,188948,185994
Austria,AT,2,AT11,Burgenland,Parliament,2006,BZO,Alliance for the Future of Austria,Bundnis Zukunft Osterreich,599,3170,222281,186992,182884
Austria,AT,2,AT11,Burgenland,Parliament,2006,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,15868,222281,186992,182884
Austria,AT,2,AT11,Burgenland,Parliament,2006,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,10037,222281,186992,182884
Austria,AT,2,AT11,Burgenland,Parliament,2006,IVE,NA,NA,NA,326,222281,186992,182884
Austria,AT,2,AT11,Burgenland,Parliament,2006,KPO,Communist Party of Austria,Kommunistische Partei Osterreichs,996,921,222281,186992,182884
Austria,AT,2,AT11,Burgenland,Parliament,2006,MARTIN,Hans-Peter Martin's List,Liste Dr. Hans-Peter Martin,1708,3573,222281,186992,182884
Austria,AT,2,AT11,Burgenland,Parliament,2006,OTHER,NA,NA,NA,246,222281,186992,182884
Austria,AT,2,AT11,Burgenland,Parliament,2006,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,65970,222281,186992,182884
Austria,AT,2,AT11,Burgenland,Parliament,2006,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,82773,222281,186992,182884
Austria,AT,2,AT11,Burgenland,Parliament,2008,BZO,Alliance for the Future of Austria,Bundnis Zukunft Osterreich,599,9729,230138,186877,182030
Austria,AT,2,AT11,Burgenland,Parliament,2008,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,29812,230138,186877,182030
Austria,AT,2,AT11,Burgenland,Parliament,2008,FRITZ,The Citizens`Forum Austria,Burgerforum Osterreich - Liste Fritz Dinkhauser,439,2249,230138,186877,182030
Austria,AT,2,AT11,Burgenland,Parliament,2008,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,9833,230138,186877,182030
Austria,AT,2,AT11,Burgenland,Parliament,2008,LIF,Liberal Forum,Liberales Forum,605,1796,230138,186877,182030
Austria,AT,2,AT11,Burgenland,Parliament,2008,OTHER,NA,NA,NA,2515,230138,186877,182030
Austria,AT,2,AT11,Burgenland,Parliament,2008,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,52531,230138,186877,182030
Austria,AT,2,AT11,Burgenland,Parliament,2008,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,73565,230138,186877,182030
Austria,AT,2,AT11,Burgenland,Parliament,2013,BZO,Alliance for the Future of Austria,Bundnis Zukunft Osterreich,599,3689,232505,192486,188384
Austria,AT,2,AT11,Burgenland,Parliament,2013,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,32705,232505,192486,188384
Austria,AT,2,AT11,Burgenland,Parliament,2013,FRANK,Team Stronach,Team Stronach,1971,11050,232505,192486,188384
Austria,AT,2,AT11,Burgenland,Parliament,2013,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,12718,232505,192486,188384
Austria,AT,2,AT11,Burgenland,Parliament,2013,KPO,Communist Party of Austria,Kommunistische Partei Osterreichs,996,930,232505,192486,188384
Austria,AT,2,AT11,Burgenland,Parliament,2013,NEOS,NEOS  The New Austria,NEOS - Das Neue Osterreich,1970,5327,232505,192486,188384
Austria,AT,2,AT11,Burgenland,Parliament,2013,OTHER,NA,NA,NA,1317,232505,192486,188384
Austria,AT,2,AT11,Burgenland,Parliament,2013,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,50426,232505,192486,188384
Austria,AT,2,AT11,Burgenland,Parliament,2013,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,70222,232505,192486,188384
Austria,AT,2,AT11,Burgenland,Parliament,2017,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,49127,232740,196577,194630
Austria,AT,2,AT11,Burgenland,Parliament,2017,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,3932,232740,196577,194630
Austria,AT,2,AT11,Burgenland,Parliament,2017,NEOS,NEOS  The New Austria,NEOS - Das Neue Osterreich,1970,5603,232740,196577,194630
Austria,AT,2,AT11,Burgenland,Parliament,2017,OTHER,NA,NA,NA,2511,232740,196577,194630
Austria,AT,2,AT11,Burgenland,Parliament,2017,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,63858,232740,196577,194630
Austria,AT,2,AT11,Burgenland,Parliament,2017,PILZ,Peter Pilz List,Liste Peter Pilz,6137,5529,232740,196577,194630
Austria,AT,2,AT11,Burgenland,Parliament,2017,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,64070,232740,196577,194630
Austria,AT,2,AT11,Burgenland,Parliament,2019,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,32448,233182,189911,187061
Austria,AT,2,AT11,Burgenland,Parliament,2019,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,15113,233182,189911,187061
Austria,AT,2,AT11,Burgenland,Parliament,2019,JETZT,NA,NA,NA,2351,233182,189911,187061
Austria,AT,2,AT11,Burgenland,Parliament,2019,NEOS,NEOS  The New Austria,NEOS - Das Neue Osterreich,1970,9130,233182,189911,187061
Austria,AT,2,AT11,Burgenland,Parliament,2019,OTHER,NA,NA,NA,1488,233182,189911,187061
Austria,AT,2,AT11,Burgenland,Parliament,2019,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,71566,233182,189911,187061
Austria,AT,2,AT11,Burgenland,Parliament,2019,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,54965,233182,189911,187061
Austria,AT,2,AT12,Niederösterreich,Parliament,1990,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,111462,1078506,938394,913049
Austria,AT,2,AT12,Niederösterreich,Parliament,1990,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,28649,1078506,938394,913049
Austria,AT,2,AT12,Niederösterreich,Parliament,1990,OTHER,NA,NA,NA,4020,1078506,938394,913049
Austria,AT,2,AT12,Niederösterreich,Parliament,1990,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,357370,1078506,938394,913049
Austria,AT,2,AT12,Niederösterreich,Parliament,1990,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,389049,1078506,938394,913049
Austria,AT,2,AT12,Niederösterreich,Parliament,1990,VDS,NA,NA,NA,14287,1078506,938394,913049
Austria,AT,2,AT12,Niederösterreich,Parliament,1990,VGO,United Greens Austria,Vereinte Grune Osterreichs,1170,8212,1078506,938394,913049
Austria,AT,2,AT12,Niederösterreich,Parliament,1994,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,165160,1113723,929594,907552
Austria,AT,2,AT12,Niederösterreich,Parliament,1994,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,50554,1113723,929594,907552
Austria,AT,2,AT12,Niederösterreich,Parliament,1994,LIF,Liberal Forum,Liberales Forum,605,51060,1113723,929594,907552
Austria,AT,2,AT12,Niederösterreich,Parliament,1994,NEIN,No -- Citizens' Initiative against EU membership,Nein - Burgerinitiative gegen die EU Mitgliedschaft,1678,9390,1113723,929594,907552
Austria,AT,2,AT12,Niederösterreich,Parliament,1994,OTHER,NA,NA,NA,4753,1113723,929594,907552
Austria,AT,2,AT12,Niederösterreich,Parliament,1994,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,308313,1113723,929594,907552
Austria,AT,2,AT12,Niederösterreich,Parliament,1994,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,318322,1113723,929594,907552
Austria,AT,2,AT12,Niederösterreich,Parliament,1995,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,164033,1116215,969589,947121
Austria,AT,2,AT12,Niederösterreich,Parliament,1995,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,33957,1116215,969589,947121
Austria,AT,2,AT12,Niederösterreich,Parliament,1995,LIF,Liberal Forum,Liberales Forum,605,46841,1116215,969589,947121
Austria,AT,2,AT12,Niederösterreich,Parliament,1995,NEIN,No -- Citizens' Initiative against EU membership,Nein - Burgerinitiative gegen die EU Mitgliedschaft,1678,11786,1116215,969589,947121
Austria,AT,2,AT12,Niederösterreich,Parliament,1995,OTHER,NA,NA,NA,2701,1116215,969589,947121
Austria,AT,2,AT12,Niederösterreich,Parliament,1995,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,326574,1116215,969589,947121
Austria,AT,2,AT12,Niederösterreich,Parliament,1995,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,361229,1116215,969589,947121
Austria,AT,2,AT12,Niederösterreich,Parliament,2002,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,68398,1157547,998558,982243
Austria,AT,2,AT12,Niederösterreich,Parliament,2002,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,68162,1157547,998558,982243
Austria,AT,2,AT12,Niederösterreich,Parliament,2002,LIF,Liberal Forum,Liberales Forum,605,1852,1157547,998558,982243
Austria,AT,2,AT12,Niederösterreich,Parliament,2002,OTHER,NA,NA,NA,10453,1157547,998558,982243
Austria,AT,2,AT12,Niederösterreich,Parliament,2002,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,469691,1157547,998558,982243
Austria,AT,2,AT12,Niederösterreich,Parliament,2002,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,363687,1157547,998558,982243
Austria,AT,2,AT12,Niederösterreich,Parliament,2006,BZO,Alliance for the Future of Austria,Bundnis Zukunft Osterreich,599,21919,1204859,983884,963324
Austria,AT,2,AT12,Niederösterreich,Parliament,2006,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,93812,1204859,983884,963324
Austria,AT,2,AT12,Niederösterreich,Parliament,2006,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,83277,1204859,983884,963324
Austria,AT,2,AT12,Niederösterreich,Parliament,2006,KPO,Communist Party of Austria,Kommunistische Partei Osterreichs,996,7233,1204859,983884,963324
Austria,AT,2,AT12,Niederösterreich,Parliament,2006,MARTIN,Hans-Peter Martin's List,Liste Dr. Hans-Peter Martin,1708,28741,1204859,983884,963324
Austria,AT,2,AT12,Niederösterreich,Parliament,2006,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,377437,1204859,983884,963324
Austria,AT,2,AT12,Niederösterreich,Parliament,2006,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,350905,1204859,983884,963324
Austria,AT,2,AT12,Niederösterreich,Parliament,2008,BZO,Alliance for the Future of Austria,Bundnis Zukunft Osterreich,599,61392,1258033,975108,951321
Austria,AT,2,AT12,Niederösterreich,Parliament,2008,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,175819,1258033,975108,951321
Austria,AT,2,AT12,Niederösterreich,Parliament,2008,FRITZ,The Citizens`Forum Austria,Burgerforum Osterreich - Liste Fritz Dinkhauser,439,10661,1258033,975108,951321
Austria,AT,2,AT12,Niederösterreich,Parliament,2008,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,73358,1258033,975108,951321
Austria,AT,2,AT12,Niederösterreich,Parliament,2008,LIF,Liberal Forum,Liberales Forum,605,16090,1258033,975108,951321
Austria,AT,2,AT12,Niederösterreich,Parliament,2008,OTHER,NA,NA,NA,18323,1258033,975108,951321
Austria,AT,2,AT12,Niederösterreich,Parliament,2008,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,303869,1258033,975108,951321
Austria,AT,2,AT12,Niederösterreich,Parliament,2008,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,291809,1258033,975108,951321
Austria,AT,2,AT12,Niederösterreich,Parliament,2013,BZO,Alliance for the Future of Austria,Bundnis Zukunft Osterreich,599,27019,1278675,1036180,1013998
Austria,AT,2,AT12,Niederösterreich,Parliament,2013,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,190601,1278675,1036180,1013998
Austria,AT,2,AT12,Niederösterreich,Parliament,2013,FRANK,Team Stronach,Team Stronach,1971,48105,1278675,1036180,1013998
Austria,AT,2,AT12,Niederösterreich,Parliament,2013,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,97487,1278675,1036180,1013998
Austria,AT,2,AT12,Niederösterreich,Parliament,2013,KPO,Communist Party of Austria,Kommunistische Partei Osterreichs,996,7757,1278675,1036180,1013998
Austria,AT,2,AT12,Niederösterreich,Parliament,2013,NEOS,NEOS  The New Austria,NEOS - Das Neue Osterreich,1970,45285,1278675,1036180,1013998
Austria,AT,2,AT12,Niederösterreich,Parliament,2013,OTHER,NA,NA,NA,7411,1278675,1036180,1013998
Austria,AT,2,AT12,Niederösterreich,Parliament,2013,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,310345,1278675,1036180,1013998
Austria,AT,2,AT12,Niederösterreich,Parliament,2013,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,279988,1278675,1036180,1013998
Austria,AT,2,AT12,Niederösterreich,Parliament,2017,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,280011,1288802,1092339,1079539
Austria,AT,2,AT12,Niederösterreich,Parliament,2017,GILT,NA,NA,6138,11609,1288802,1092339,1079539
Austria,AT,2,AT12,Niederösterreich,Parliament,2017,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,29619,1288802,1092339,1079539
Austria,AT,2,AT12,Niederösterreich,Parliament,2017,NEOS,NEOS  The New Austria,NEOS - Das Neue Osterreich,1970,51815,1288802,1092339,1079539
Austria,AT,2,AT12,Niederösterreich,Parliament,2017,OTHER,NA,NA,NA,10091,1288802,1092339,1079539
Austria,AT,2,AT12,Niederösterreich,Parliament,2017,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,384279,1288802,1092339,1079539
Austria,AT,2,AT12,Niederösterreich,Parliament,2017,PILZ,Peter Pilz List,Liste Peter Pilz,6137,44767,1288802,1092339,1079539
Austria,AT,2,AT12,Niederösterreich,Parliament,2017,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,267348,1288802,1092339,1079539
Austria,AT,2,AT12,Niederösterreich,Parliament,2019,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,168565,1292902,1042486,1027276
Austria,AT,2,AT12,Niederösterreich,Parliament,2019,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,112607,1292902,1042486,1027276
Austria,AT,2,AT12,Niederösterreich,Parliament,2019,JETZT,NA,NA,NA,17751,1292902,1042486,1027276
Austria,AT,2,AT12,Niederösterreich,Parliament,2019,NEOS,NEOS  The New Austria,NEOS - Das Neue Osterreich,1970,78760,1292902,1042486,1027276
Austria,AT,2,AT12,Niederösterreich,Parliament,2019,OTHER,NA,NA,NA,10131,1292902,1042486,1027276
Austria,AT,2,AT12,Niederösterreich,Parliament,2019,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,434783,1292902,1042486,1027276
Austria,AT,2,AT12,Niederösterreich,Parliament,2019,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,204679,1292902,1042486,1027276
Austria,AT,2,AT13,Wien,Parliament,1990,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,119537,1132198,778066,761803
Austria,AT,2,AT13,Wien,Parliament,1990,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,57764,1132198,778066,761803
Austria,AT,2,AT13,Wien,Parliament,1990,OTHER,NA,NA,NA,9277,1132198,778066,761803
Austria,AT,2,AT13,Wien,Parliament,1990,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,156082,1132198,778066,761803
Austria,AT,2,AT13,Wien,Parliament,1990,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,391237,1132198,778066,761803
Austria,AT,2,AT13,Wien,Parliament,1990,VDS,NA,NA,NA,11324,1132198,778066,761803
Austria,AT,2,AT13,Wien,Parliament,1990,VGO,United Greens Austria,Vereinte Grune Osterreichs,1170,16582,1132198,778066,761803
Austria,AT,2,AT13,Wien,Parliament,1994,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,169950,1127852,749680,739925
Austria,AT,2,AT13,Wien,Parliament,1994,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,72056,1127852,749680,739925
Austria,AT,2,AT13,Wien,Parliament,1994,LIF,Liberal Forum,Liberales Forum,605,74575,1127852,749680,739925
Austria,AT,2,AT13,Wien,Parliament,1994,NEIN,No -- Citizens' Initiative against EU membership,Nein - Burgerinitiative gegen die EU Mitgliedschaft,1678,7711,1127852,749680,739925
Austria,AT,2,AT13,Wien,Parliament,1994,OTHER,NA,NA,NA,5925,1127852,749680,739925
Austria,AT,2,AT13,Wien,Parliament,1994,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,121763,1127852,749680,739925
Austria,AT,2,AT13,Wien,Parliament,1994,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,287945,1127852,749680,739925
Austria,AT,2,AT13,Wien,Parliament,1995,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,165981,1116878,830610,818165
Austria,AT,2,AT13,Wien,Parliament,1995,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,48759,1116878,830610,818165
Austria,AT,2,AT13,Wien,Parliament,1995,LIF,Liberal Forum,Liberales Forum,605,70366,1116878,830610,818165
Austria,AT,2,AT13,Wien,Parliament,1995,NEIN,No -- Citizens' Initiative against EU membership,Nein - Burgerinitiative gegen die EU Mitgliedschaft,1678,9534,1116878,830610,818165
Austria,AT,2,AT13,Wien,Parliament,1995,OTHER,NA,NA,NA,4840,1116878,830610,818165
Austria,AT,2,AT13,Wien,Parliament,1995,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,156556,1116878,830610,818165
Austria,AT,2,AT13,Wien,Parliament,1995,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,362129,1116878,830610,818165
Austria,AT,2,AT13,Wien,Parliament,2002,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,64013,1110321,795856,787941
Austria,AT,2,AT13,Wien,Parliament,2002,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,117199,1110321,795856,787941
Austria,AT,2,AT13,Wien,Parliament,2002,LIF,Liberal Forum,Liberales Forum,605,9402,1110321,795856,787941
Austria,AT,2,AT13,Wien,Parliament,2002,OTHER,NA,NA,NA,10681,1110321,795856,787941
Austria,AT,2,AT13,Wien,Parliament,2002,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,236950,1110321,795856,787941
Austria,AT,2,AT13,Wien,Parliament,2002,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,349696,1110321,795856,787941
Austria,AT,2,AT13,Wien,Parliament,2006,BZO,Alliance for the Future of Austria,Bundnis Zukunft Osterreich,599,13441,1130346,736840,728251
Austria,AT,2,AT13,Wien,Parliament,2006,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,104699,1130346,736840,728251
Austria,AT,2,AT13,Wien,Parliament,2006,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,124090,1130346,736840,728251
Austria,AT,2,AT13,Wien,Parliament,2006,KPO,Communist Party of Austria,Kommunistische Partei Osterreichs,996,9066,1130346,736840,728251
Austria,AT,2,AT13,Wien,Parliament,2006,MARTIN,Hans-Peter Martin's List,Liste Dr. Hans-Peter Martin,1708,16171,1130346,736840,728251
Austria,AT,2,AT13,Wien,Parliament,2006,OTHER,NA,NA,NA,4922,1130346,736840,728251
Austria,AT,2,AT13,Wien,Parliament,2006,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,151596,1130346,736840,728251
Austria,AT,2,AT13,Wien,Parliament,2006,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,304266,1130346,736840,728251
Austria,AT,2,AT13,Wien,Parliament,2008,BZO,Alliance for the Future of Austria,Bundnis Zukunft Osterreich,599,39863,1158122,852538,840317
Austria,AT,2,AT13,Wien,Parliament,2008,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,171658,1158122,852538,840317
Austria,AT,2,AT13,Wien,Parliament,2008,FRITZ,The Citizens`Forum Austria,Burgerforum Osterreich - Liste Fritz Dinkhauser,439,6679,1158122,852538,840317
Austria,AT,2,AT13,Wien,Parliament,2008,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,134096,1158122,852538,840317
Austria,AT,2,AT13,Wien,Parliament,2008,KPO,Communist Party of Austria,Kommunistische Partei Osterreichs,996,9057,1158122,852538,840317
Austria,AT,2,AT13,Wien,Parliament,2008,LIF,Liberal Forum,Liberales Forum,605,34880,1158122,852538,840317
Austria,AT,2,AT13,Wien,Parliament,2008,OTHER,NA,NA,NA,11183,1158122,852538,840317
Austria,AT,2,AT13,Wien,Parliament,2008,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,140530,1158122,852538,840317
Austria,AT,2,AT13,Wien,Parliament,2008,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,292371,1158122,852538,840317
Austria,AT,2,AT13,Wien,Parliament,2013,BZO,Alliance for the Future of Austria,Bundnis Zukunft Osterreich,599,18940,1156888,806697,795182
Austria,AT,2,AT13,Wien,Parliament,2013,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,163501,1156888,806697,795182
Austria,AT,2,AT13,Wien,Parliament,2013,FRANK,Team Stronach,Team Stronach,1971,31028,1156888,806697,795182
Austria,AT,2,AT13,Wien,Parliament,2013,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,130492,1156888,806697,795182
Austria,AT,2,AT13,Wien,Parliament,2013,KPO,Communist Party of Austria,Kommunistische Partei Osterreichs,996,13187,1156888,806697,795182
Austria,AT,2,AT13,Wien,Parliament,2013,NEOS,NEOS  The New Austria,NEOS - Das Neue Osterreich,1970,60812,1156888,806697,795182
Austria,AT,2,AT13,Wien,Parliament,2013,OTHER,NA,NA,NA,10283,1156888,806697,795182
Austria,AT,2,AT13,Wien,Parliament,2013,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,115316,1156888,806697,795182
Austria,AT,2,AT13,Wien,Parliament,2013,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,251623,1156888,806697,795182
Austria,AT,2,AT13,Wien,Parliament,2017,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,186088,1154184,878574,871672
Austria,AT,2,AT13,Wien,Parliament,2017,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,51398,1154184,878574,871672
Austria,AT,2,AT13,Wien,Parliament,2017,KPO,Communist Party of Austria,Kommunistische Partei Osterreichs,996,11991,1154184,878574,871672
Austria,AT,2,AT13,Wien,Parliament,2017,NEOS,NEOS  The New Austria,NEOS - Das Neue Osterreich,1970,56323,1154184,878574,871672
Austria,AT,2,AT13,Wien,Parliament,2017,OTHER,NA,NA,NA,11437,1154184,878574,871672
Austria,AT,2,AT13,Wien,Parliament,2017,OVP,Austrian People's Party,Osterreichische Volkspartei,1329,188273,1154184,878574,871672
Austria,AT,2,AT13,Wien,Parliament,2017,PILZ,Peter Pilz List,Liste Peter Pilz,6137,65498,1154184,878574,871672
Austria,AT,2,AT13,Wien,Parliament,2017,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Osterreichs,1384,300664,1154184,878574,871672
Austria,AT,2,AT13,Wien,Parliament,2019,FPO,Freedom Party of Austria,Freiheitliche Partei Osterreichs,463,105289,1149664,827567,820914
Austria,AT,2,AT13,Wien,Parliament,2019,GRUNE,The Greens -- The Green Alternative,Die Grunen - Die grune Alternative,1659,169866,1149664,827567,820914
Austria,AT,2,AT13,Wien,Parliament,2019,JETZT,NA,NA,NA,24294,1149664,827567,820914
Austria,AT,2,AT13,Wien,Parliament,2019,NEOS,NEOS  The New Austria,NEOS - Das Neue Osterreich,1970,80964,1149664,827567,820914
Austria,AT,2,AT13,Wien,Parliament,2019,OTHER,NA,NA,NA,15767,1149664,827567,820914
